school_name,school_type,local_authority,sector,pupils,postcode,latitude,longitude,near_transport
Bishopston Primary School,"Nursery, Infants & Juniors",Swansea,Primary,309.0,SA3 3EN,51.58320873849585,-4.051070673583334,True
CASLLWCHWR PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,198.0,SA4 6TU,51.663816182052194,-4.0742944083054455,True
CILA PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,110.0,SA2 7DR,51.61310531338253,-4.030685370207887,True
CRWYS PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,137.0,SA4 3PU,51.627720793048084,-4.064555688828973,True
LLANGYFELACH PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,244.0,SA5 7JE,51.673001222538396,-3.9556689707659496,True
LLANRHIDIAN PRIMARY,"Nursery, Infants & Juniors",Swansea,Primary,161.0,SA3 1EH,51.606191840828174,-4.173791864423924,True
PENCLAWDD PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,132.0,SA4 3FH,51.6413257407788,-4.110442044245415,True
PENGELLI PRIMARY,"Nursery, Infants & Juniors",Swansea,Primary,110.0,SA4 4GY,51.68864559011138,-4.0362210939733245,True
PENLLERGAER PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,348.0,SA4 9DB,51.67427309401016,-4.001326753451478,True
PENYRHEOL PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,213.0,SA4 4YG,51.676085792455716,-4.0469250008002335,True
PONTARDDULAIS PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,391.0,SA4 8JD,51.71248175960897,-4.028591959927912,True
Y.G.G. BRYNIAGO,"Nursery, Infants & Juniors",Swansea,Primary,198.0,SA4 8JA,51.7130078747153,-4.032614167826748,True
PONTLLIW PRIMARY,"Nursery, Infants & Juniors",Swansea,Primary,224.0,SA4 9FA,51.693219161042144,-4.010556126340142,True
TRE UCHAF PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,203.0,SA4 6QB,51.66560608288077,-4.059973253827805,True
Y.G.G. PONTYBRENIN,"Nursery, Infants & Juniors",Swansea,Primary,574.0,SA4 6AU,51.66230072394753,-4.041734207636215,True
CRAIGFELEN PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,183.0,SA6 5DP,51.69684542677538,-3.904458709833359,True
PENNARD PRIMARY,"Nursery, Infants & Juniors",Swansea,Primary,167.0,SA3 2AD,51.5751040378947,-4.0874690769316135,True
KNELSTON PRIMARY,"Nursery, Infants & Juniors",Swansea,Primary,75.0,SA3 1AR,51.57893332202366,-4.210285220720477,True
PEN-Y-FRO,"Nursery, Infants & Juniors",Swansea,Primary,189.0,SA2 7UF,51.62499541528924,-4.043525919770848,True
PONTYBRENIN PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,316.0,SA4 6HX,51.66408267508684,-4.0432025273402585,True
TALYCOPA PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,222.0,SA7 9RZ,51.6573109768964,-3.885054126898295,True
GLYNCOLLEN PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,198.0,SA6 6QF,51.68222798126432,-3.919120950125426,True
YSGOL GYMRAEG Y LOGIN FACH,"Nursery, Infants & Juniors",Swansea,Primary,222.0,SA5 4ST,51.64049779523004,-4.011820070224465,True
Y.G.G. TIRDEUNAW,"Nursery, Infants & Juniors",Swansea,Primary,360.0,SA5 7HW,51.64875474197575,-3.959909199006181,True
Y.G.G. Gellionnen,"Nursery, Infants & Juniors",Swansea,Primary,187.0,SA6 5HE,51.70144227526181,-3.8937834064997636,True
GORS COMMUNITY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,317.0,SA1 6SF,51.63173663409893,-3.981304328154529,True
SEA VIEW PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,236.0,SA1 6TZ,51.62787047133363,-3.94904557158267,True
Y.G.G. Llwynderw,"Nursery, Infants & Juniors",Swansea,Primary,312.0,SA3 5LS,51.58418118989267,-4.005823085522798,True
Birchgrove Primary,"Nursery, Infants & Juniors",Swansea,Primary,420.0,SA7 9LH,51.66982806806072,-3.8745605323623127,True
DUNVANT Primary SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,351.0,SA2 7SN,51.62250487308316,-4.022740337841048,True
GWYROSYDD PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,405.0,SA5 7DN,51.650355805231385,-3.950414969543808,True
St Thomas Community Primary School,"Nursery, Infants & Juniors",Swansea,Primary,420.0,SA1 8EZ,51.62383320938291,-3.926696014737873,True
GOWERTON PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,342.0,SA4 3GE,51.65113530066083,-4.050309999332177,True
Pentre'r Graig Primary School,"Nursery, Infants & Juniors",Swansea,Primary,300.0,SA6 6HY,51.66871764777592,-3.9237552829704274,True
YGG TANYLAN,"Nursery, Infants & Juniors",Swansea,Primary,209.0,SA6 7DU,51.66410708441065,-3.940795552411058,True
Burlais Primary School,"Nursery, Infants & Juniors",Swansea,Primary,496.0,SA5 8BN,51.637984336583536,-3.9568353959841924,True
Clydach Primary School,"Nursery, Infants & Juniors",Swansea,Primary,150.0,SA6 5EU,51.695848870328625,-3.8971384047479067,True
Ysgol Gymraeg Y Cwm,"Nursery, Infants & Juniors",Swansea,Primary,124.0,SA1 7DL,51.64661713737975,-3.9120224168042714,True
Gorseinon Primary School,"Nursery, Infants & Juniors",Swansea,Primary,311.0,SA4 4BN,51.669521778408104,-4.040178941059517,True
Brynhyfryd Primary School,"Nursery, Infants & Juniors",Swansea,Primary,461.0,SA5 9LN,51.64354907844971,-3.944962857825559,True
ST. DAVID'S RC PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,197.0,SA3 5TS,51.58245347292789,-4.004837621860448,True
ST ILLTYDS PRIMARY,"Nursery, Infants & Juniors",Swansea,Primary,195.0,SA1 7DG,51.64140282498906,-3.9163556197851497,True
CHRISTCHURCH CHURCH IN WALES,"Nursery, Infants & Juniors",Swansea,Primary,162.0,SA1 3UA,51.613985203837196,-3.9555859066944485,True
ST JOSEPH'S R.C. PRIMARY,"Nursery, Infants & Juniors",Swansea,Primary,245.0,SA6 5NX,51.69688889046683,-3.8811197691604793,True
St Josephs Cathedral Primary School,"Nursery, Infants & Juniors",Swansea,Primary,503.0,SA1 2BE,51.63167510210676,-3.943573308746011,True
Cefn Hengoed,Secondary (ages 11-16),Swansea,Secondary,906.0,SA1 7HX,51.644676929208046,-3.9050212993802402,True
OLCHFA SCHOOL,Secondary (ages 11-19),Swansea,Secondary,1907.0,SA2 7AB,51.61879156810628,-4.0054135859653845,True
MORRISTON COMPREHENSIVE,Secondary (ages 11-19),Swansea,Secondary,1055.0,SA6 6NH,51.68169096866884,-3.9266594140435775,True
PENTREHAFOD SCHOOL,Secondary (ages 11-16),Swansea,Secondary,1120.0,SA1 2NN,51.63800580849793,-3.9408815862282074,True
BISHOP GORE SCHOOL,Secondary (ages 11-19),Swansea,Secondary,1315.0,SA2 9AP,51.61524200237932,-3.9883568751931686,True
Penyrheol Comprehensive School,Secondary (ages 11-16),Swansea,Secondary,860.0,SA4 4FG,51.67473732734304,-4.04135946200207,True
Gowerton Comprehensive School,Secondary (ages 11-19),Swansea,Secondary,1127.0,SA4 3DL,51.64258715076109,-4.036150867225866,True
BISHOPSTON COMPREHENSIVE,Secondary (ages 11-16),Swansea,Secondary,1128.0,SA3 3JP,51.584122757680234,-4.049269240467705,True
Pontarddulais Comprehensive School,Secondary (ages 11-16),Swansea,Secondary,848.0,SA4 8PD,51.717390372103864,-4.033864254430746,True
Ysgol Gyfun Gwyr,Secondary (ages 11-19),Swansea,Secondary,1127.0,SA4 3DD,51.64589785104119,-4.039175680972966,True
BIRCHGROVE,Secondary (ages 11-16),Swansea,Secondary,722.0,SA7 9NB,51.67104955721296,-3.871834247929042,True
Dylan Thomas Community School,Secondary (ages 11-16),Swansea,Secondary,695.0,SA2 0FR,51.63362908318193,-3.9837277916846494,True
Ysgol Gyfun Gymraeg Bryn Tawe,Secondary (ages 11-19),Swansea,Secondary,873.0,SA5 7BU,51.65101548797148,-3.9598256112336894,True
Bishop Vaughan School,Secondary (ages 11-19),Swansea,Secondary,1236.0,SA6 7QG,51.66175129035686,-3.938888745943362,True
Alltwen Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,213.0,SA8 3AB,51.71752250169006,-3.8444953806786737,True
Blaendulais Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,93.0,SA10 9AA,51.76512511084649,-3.7108918042878494,True
Blaengwrach Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,147.0,SA11 5PP,51.733801583169026,-3.641238319058427,True
Blaenhonddan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,270.0,SA10 7PE,51.677648310005445,-3.8146547129909885,True
Baglan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,270.0,SA12 8TF,51.61893894060268,-3.8075874659591986,True
YGG Cwmllynfell,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,60.0,SA9 2FJ,51.798011289776845,-3.81968751481263,True
Creunant Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,124.0,SA10 8NS,51.7326474046027,-3.7474470277458276,True
Crymlyn Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,132.0,SA10 6JJ,51.63024067068375,-3.8634634397671936,True
Cwmnedd Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,172.0,SA11 5AA,51.747086421850646,-3.622844671621066,True
Cymer Afan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,92.0,SA13 3EE,51.651384691447866,-3.6531335966390084,True
Godre'rgraig Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,102.0,SA9 2NY,51.74648695315379,-3.8097641761830077,True
Eastern Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,132.0,SA13 1TT,51.585246556130066,-3.7679255059499037,True
Ysgol Gynradd Corn Hir,Infants & Juniors,Isle of Anglesey,Primary,338.0,LL77 7JB,53.25916893613075,-4.329262075822073,True
Gnoll Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,352.0,SA11 1AQ,51.65821768773557,-3.800533530170654,True
Glyncorrwg Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,91.0,SA13 3BB,51.67933453777246,-3.6272044652793425,True
YGG Gwaun Cae Gurwen,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,164.0,SA18 1UN,51.79370103786782,-3.8804339710513296,True
Catwg Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,203.0,SA10 8BL,51.673409589255854,-3.7961609338264055,True
Maesmarchog Community Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,83.0,SA10 9LB,51.77705535779166,-3.664072738910217,True
Sandfields Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,249.0,SA12 6AJ,51.59563333000961,-3.7986486725311837,True
YGG Castell-nedd,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,408.0,SA11 3AL,51.66167664367355,-3.7983861602587328,True
Croeserw Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,137.0,SA13 3PL,51.64514852741471,-3.6354902610797226,True
Tywyn Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,439.0,SA12 6JF,51.58998780956509,-3.807318329172073,True
Llangiwg Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,81.0,SA8 4PJ,51.72738521492893,-3.8417402842877086,True
Tonnau Primary Community School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,206.0,SA11 3EJ,51.67430926777418,-3.7772210738227097,True
Ynysfach Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,149.0,SA11 4AB,51.70885843280533,-3.6943389584102544,True
Blaenbaglan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,267.0,SA12 8YF,51.62099266770931,-3.7968201043122023,True
Rhos Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,147.0,SA8 3EB,51.71347927078744,-3.8304921561030025,True
YGG Blaendulais,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,101.0,SA10 9AA,51.76567154973221,-3.711651565317325,True
Rhydyfro Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,147.0,SA8 3BB,51.73354884548216,-3.8614547849955145,True
YGG Cwm Nedd,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,143.0,SA11 5AA,51.746769871259744,-3.6223263188975894,True
Tairgwaith Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,89.0,SA18 1UU,51.79170106758755,-3.8642984660433894,True
YGG Trebannws,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,90.0,SA8 4BL,51.710814091169844,-3.865008166876499,True
YGG Pontardawe,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,342.0,SA8 4JR,51.72629527845365,-3.8532942239063868,True
Waunceirch Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,187.0,SA10 7RW,51.672257173043256,-3.8213522051048874,True
Cilffriw Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,146.0,SA10 8LF,51.681272799595746,-3.781139030563926,True
YGG Tyle'r Ynn,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,292.0,SA11 2UN,51.64404513752488,-3.821565251676644,True
Coed Hirwaun Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,155.0,SA13 2TS,51.54780552938265,-3.7045421044498035,True
Coedffranc Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,408.0,SA10 6LP,51.660552825638675,-3.8430189893056173,True
Pen Afan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,95.0,SA13 3YE,51.654812044140314,-3.5998125869381825,True
Awel Y Mor Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,354.0,SA12 6TP,51.59755034764929,-3.811401545589419,True
Crynallt Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,389.0,SA11 3AZ,51.65275370673255,-3.7850078682156463,True
Cwmafan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,409.0,SA12 9BB,51.614335033839964,-3.7632477030727025,True
Central Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,408.0,SA13 1SF,51.58928876793522,-3.7723843826490886,True
Abbey Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,438.0,SA10 7ND,51.66150729369913,-3.8343244798607596,True
Melin Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,261.0,SA11 2ED,51.65247979526048,-3.812275715639309,True
Ysgol Carreg Hir,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,387.0,SA11 2ET,51.64391477504899,-3.8166314210314667,True
St Joseph's Catholic Primary School (Neath),"Nursery, Infants & Juniors",Neath Port Talbot,Primary,121.0,SA11 1UR,51.654385394225365,-3.7988781112283383,True
St Josephs Catholic Infant School,Nursery & Infants,Neath Port Talbot,Primary,118.0,SA12 6LF,51.595143680348855,-3.7895046064518745,True
Bryncoch CIW Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,105.0,SA10 7UG,51.68495873921455,-3.8181586472127993,True
Alderman Davies CIW Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,251.0,SA11 3AA,51.66225032330333,-3.802023678297144,True
St Therese's Catholic Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,225.0,SA12 7HL,51.598367271854755,-3.815563585679116,True
St Josephs Catholic Junior School,Juniors,Neath Port Talbot,Primary,166.0,SA12 6YN,51.600388801395276,-3.796396342038127,True
Cefn Saeson Comprehensive School,Secondary (ages 11-16),Neath Port Talbot,Secondary,849.0,SA11 3TA,51.65060555466018,-3.7754551402427805,True
Cwmtawe Community School,Secondary (ages 11-16),Neath Port Talbot,Secondary,1047.0,SA8 4EG,51.71579275498809,-3.8532700345214317,True
Llangatwg Community School,Secondary (ages 11-16),Neath Port Talbot,Secondary,750.0,SA10 8DB,51.67846746651538,-3.785860007130606,True
Dwr Y Felin Comprehensive School,Secondary (ages 11-16),Neath Port Talbot,Secondary,1097.0,SA10 7RE,51.665946639119944,-3.8130879725719695,True
St Joseph's RC School and 6th Form Centre,Secondary (ages 11-19),Neath Port Talbot,Secondary,835.0,SA12 6EY,51.5998960458636,-3.7945142145765187,True
Ysgol Bae Baglan,Middle (ages 3-16),Neath Port Talbot,Middle,1383.0,SA12 7BL,51.61014719054196,-3.8196298977846457,True
Ysgol Gymraeg Ystalyfera Bro Dur,Middle (ages 3-19),Neath Port Talbot,Middle,1557.0,SA9 2DY,51.764109781053115,-3.782818850766363,True
Ysgol Cwm Brombil,Middle (ages 3-16),Neath Port Talbot,Middle,1439.0,SA13 2AN,51.57287903917659,-3.7519468876014814,True
Abercerdin Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,144.0,CF39 8RS,51.595338615888124,-3.479515019262135,True
Betws Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,174.0,CF32 8TB,51.568135233199214,-3.5876448014598608,True
Blaengarw Primary,"Nursery, Infants & Juniors",Bridgend,Primary,157.0,CF32 8BA,51.624320585424755,-3.5875443474393407,True
Bryntirion Infants,Nursery & Infants,Bridgend,Primary,147.0,CF31 4DD,51.508585783415754,-3.6028257538430863,True
CEFN CRIBWR PRIMARY SCHOOL,"Nursery, Infants & Juniors",Bridgend,Primary,156.0,CF32 0AW,51.531334177129835,-3.6492475092796584,True
Coety Primary,"Nursery, Infants & Juniors",Bridgend,Primary,482.0,CF35 6DH,51.52738741946793,-3.563682420607827,False
Cwmfelin Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,200.0,CF34 9LD,51.593514772283186,-3.6427090514911904,True
FFALDAU,"Nursery, Infants & Juniors",Bridgend,Primary,133.0,CF32 8HW,51.60980501292787,-3.5814661444083637,True
Garth Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,191.0,CF34 0ND,51.600345047671006,-3.639486701163606,True
Coychurch Llangrallo Primary,"Nursery, Infants & Juniors",Bridgend,Primary,134.0,CF35 5HN,51.507906981292656,-3.526961710009136,True
LLANGYNWYD PRIMARY SCHOOL,"Nursery, Infants & Juniors",Bridgend,Primary,92.0,CF34 9TE,51.58662103260223,-3.636137277035358,True
NANTYFFYLLON PRIMARY SCHOOL,"Nursery, Infants & Juniors",Bridgend,Primary,204.0,CF34 0ET,51.61963707301693,-3.6625917637724337,True
Nantymoel Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,222.0,CF32 7PL,51.61845407888109,-3.537666746080837,True
Newton Primary,"Nursery, Infants & Juniors",Bridgend,Primary,169.0,CF36 5BL,51.48202912978547,-3.6939201822794554,True
NOTTAGE COUNTY PRIMARY,"Nursery, Infants & Juniors",Bridgend,Primary,326.0,CF36 3ED,51.48342799858356,-3.70713577977481,True
Pen-y-Bont Primary,"Nursery, Infants & Juniors",Bridgend,Primary,334.0,CF31 1TD,51.50906414786759,-3.5741517260201654,True
Pil Primary,"Nursery, Infants & Juniors",Bridgend,Primary,198.0,CF33 6AB,51.53042551315851,-3.6916594296763017,True
Plasnewydd Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,176.0,CF34 9UN,51.61017568543833,-3.659169020101482,True
Trelales Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,181.0,CF32 0LF,51.50505668215125,-3.6235389277137044,True
Ysgol Cynwyd Sant,"Nursery, Infants & Juniors",Bridgend,Primary,271.0,CF34 9LN,51.603664583573774,-3.660698953742279,True
Tynyrheol Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,60.0,CF32 8PN,51.57609521308631,-3.5678684455606495,True
CROESTY PRIMARY SCHOOL,"Nursery, Infants & Juniors",Bridgend,Primary,185.0,CF35 5LY,51.51911312205847,-3.502503573955835,True
CORNELI PRIMARY,"Nursery, Infants & Juniors",Bridgend,Primary,251.0,CF33 4LW,51.521307240426744,-3.7037828796248746,True
LLANGEWYDD JUNIOR SCHOOL,Juniors,Bridgend,Primary,348.0,CF31 4JT,51.510576508111136,-3.5989907561367307,True
Porthcawl Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,183.0,CF36 5EY,51.485886820036505,-3.691506192088191,True
YSGOL GYMRAEG BRO OGWR,"Nursery, Infants & Juniors",Bridgend,Primary,370.0,CF31 2LN,51.513188938369,-3.567635818719641,True
CEFN GLAS INFANTS,Nursery & Infants,Bridgend,Primary,205.0,CF31 4PL,51.51366187441362,-3.591935762811528,True
WEST PARK PRIMARY,"Nursery, Infants & Juniors",Bridgend,Primary,395.0,CF36 3SN,51.49156199647861,-3.7070902284264324,True
Afon y Felin Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,143.0,CF33 4PA,51.52602482555155,-3.7033968034251425,True
Tondu Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,199.0,CF32 9BE,51.540624849437826,-3.600865524928974,True
YSGOL Y FERCH O'R SGER,"Nursery, Infants & Juniors",Bridgend,Primary,146.0,CF33 4LW,51.522069720494045,-3.7032924212038907,True
Ysgol Gynradd Gymraeg Calon Y Cymoedd,"Nursery, Infants & Juniors",Bridgend,Primary,193.0,CF32 8TB,51.56860064155262,-3.5884570710931087,True
Maes Yr Haul Broadlands,"Nursery, Infants & Juniors",Bridgend,Primary,471.0,CF31 5EG,51.50310998521151,-3.601599621695677,True
BRYNCETHIN PRIMARY,Infants & Juniors,Bridgend,Primary,237.0,CF32 9TH,51.542489585575964,-3.5723590219078103,True
Ogmore Vale Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,292.0,CF32 7AJ,51.60706927922327,-3.5429619827854895,True
Pencoed Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,572.0,CF35 6RH,51.52830082262209,-3.4953906878222964,True
Oldcastle Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,413.0,CF31 3ED,51.50187994738068,-3.5787033954121767,True
Brackla Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,337.0,CF31 2EZ,51.50913907658963,-3.563874613671249,True
Caerau Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,404.0,CF34 0PA,51.63342534101579,-3.653035385903097,True
Litchard Primary,"Nursery, Infants & Juniors",Bridgend,Primary,457.0,CF31 1QB,51.52322706063029,-3.579033366781175,True
Tremains Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,454.0,CF31 2NL,51.50865052967172,-3.552173325033138,True
Mynydd Cynffig Primary,"Nursery, Infants & Juniors",Bridgend,Primary,428.0,CF33 6ET,51.532360091927195,-3.6774939045968003,True
Penyfai Church in Wales,Infants & Juniors,Bridgend,Primary,237.0,CF31 4LX,51.526359078743525,-3.597707026048831,True
ST. MARY`S & ST. PATRICK`S,"Nursery, Infants & Juniors",Bridgend,Primary,209.0,CF34 9AY,51.606201540896244,-3.654249721843734,True
St. Robert's RC Primary,Infants & Juniors,Bridgend,Primary,171.0,CF32 9AB,51.535803823529726,-3.5964021463469824,True
St Mary's R C Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,245.0,CF31 4JW,51.50960469804776,-3.5860877740014483,True
Archdeacon John Lewis C in W,"Nursery, Infants & Juniors",Bridgend,Primary,145.0,CF31 2JS,51.512098967419966,-3.5535907349440117,True
Cynffig Comprehensive,Secondary (ages 11-19),Bridgend,Secondary,777.0,CF33 6NP,51.527916358188065,-3.678858662493298,False
Bryntirion Comprehensive.,Secondary (ages 11-19),Bridgend,Secondary,1258.0,CF31 4QR,51.51714465713484,-3.594377684924228,True
Maesteg Comprehensive School,Secondary (ages 11-19),Bridgend,Secondary,1058.0,CF34 0LQ,51.61213220220031,-3.652138324104364,True
PENCOED COMPREHENSIVE,Secondary (ages 11-19),Bridgend,Secondary,882.0,CF35 5LZ,51.51946206043272,-3.501650688204368,True
Brynteg  School,Secondary (ages 11-19),Bridgend,Secondary,1725.0,CF31 3ER,51.497930585900654,-3.5775857992724127,True
PORTHCAWL COMPREHENSIVE SCHOOL,Secondary (ages 11-19),Bridgend,Secondary,1185.0,CF36 3ES,51.480175192379264,-3.7106451502698907,True
Ysgol Gyfun Gymraeg Llangynwyd,Secondary (ages 11-19),Bridgend,Secondary,703.0,CF34 9RW,51.58233441295374,-3.633204524920034,True
Coleg Cymunedol Y Dderwen,Secondary (ages 11-19),Bridgend,Secondary,1249.0,CF32 9EL,51.545910135869995,-3.5870130716798427,True
Archbishop McGrath Catholic High School,Secondary (ages 11-19),Bridgend,Secondary,825.0,CF31 2DN,51.50794132954339,-3.5580981800108784,True
ALBERT PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,439.0,CF64 1BX,51.441473414737565,-3.172454506836629,True
BARRY ISLAND PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,235.0,CF62 5UZ,51.39553489807309,-3.2722714012617136,True
COGAN PRIMARY SCHOOL,Infants & Juniors,The Vale of Glamorgan,Primary,221.0,CF64 2JS,51.442775424996476,-3.1887040597615015,True
COLCOT PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,283.0,CF62 9XH,51.42192655248903,-3.275593131747069,True
FAIRFIELD PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,266.0,CF64 2RT,51.4402066203378,-3.1839756334824365,True
GLADSTONE PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,434.0,CF62 8NA,51.40699437528177,-3.2744284033401048,True
High Street Primary School,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,232.0,CF62 8HT,51.40272868338654,-3.2789605525303918,True
HOLTON PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,383.0,CF63 4TF,51.40711657986197,-3.262258754523495,True
JENNER PARK PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,205.0,CF63 1DG,51.412092358149394,-3.2631341936987974,True
LLANFAIR PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,142.0,CF71 7LT,51.438298946327905,-3.4417660768726215,True
LLANGAN PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,123.0,CF35 5DR,51.48657186233645,-3.485852797463319,True
PALMERSTON PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,222.0,CF63 2XL,51.41729412650787,-3.239817899948526,True
RHWS COUNTY PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,368.0,CF62 3DS,51.38849893952827,-3.3513374733471686,True
SULLY PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,381.0,CF64 5SU,51.40463917070745,-3.2164729413478024,True
VICTORIA PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,453.0,CF64 2UZ,51.43686868045383,-3.1817508285929312,True
ST ATHAN PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,212.0,CF62 4PG,51.40166000332762,-3.4111277276904537,True
ST ILLTYD PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,348.0,CF61 1ST,51.41019873736425,-3.484219943007845,True
EVENLODE PRIMARY SCHOOL,Infants & Juniors,The Vale of Glamorgan,Primary,501.0,CF64 3PD,51.429409208410995,-3.1811072180310482,True
