school_name,school_type,local_authority,sector,pupils,postcode,latitude,longitude,near_transport
Alexandra C P School,"Nursery, Infants & Juniors",Wrexham,Primary,367.0,LL12 7AZ,53.050277145628264,-2.987332966251648,True
Brynteg C P School,"Nursery, Infants & Juniors",Wrexham,Primary,166.0,LL11 6NB,53.06482729383095,-3.037255002132782,True
BWLCHGWYN SCHOOL,"Nursery, Infants & Juniors",Wrexham,Primary,106.0,LL11 5UA,53.071983305734996,-3.095682494668158,True
Ysgol Tan-y-Fron,"Nursery, Infants & Juniors",Wrexham,Primary,139.0,LL11 5SA,53.06193566319062,-3.049459668587108,True
Black Lane C P School,"Nursery, Infants & Juniors",Wrexham,Primary,151.0,LL11 6BT,53.07341457740543,-3.0437502060865973,True
Rhosddu County Primary,"Nursery, Infants & Juniors",Wrexham,Primary,274.0,LL11 2NB,53.05548382842429,-2.9973974875679588,True
Rhostyllen CP School,"Nursery, Infants & Juniors",Wrexham,Primary,220.0,LL14 4AN,53.030977864018986,-3.0252735040837724,True
Ysgol Deiniol C P,"Nursery, Infants & Juniors",Wrexham,Primary,158.0,LL13 0SB,53.023549316620866,-2.956914349763437,True
Barker's Lane CP,"Nursery, Infants & Juniors",Wrexham,Primary,242.0,LL13 9UN,53.067697665101655,-2.977879884373959,True
Wat's Dyke County Primary,"Nursery, Infants & Juniors",Wrexham,Primary,282.0,LL11 2TE,53.06286442104157,-2.9967238379493537,True
Ysgol Bryn Tabor,"Nursery, Infants & Juniors",Wrexham,Primary,200.0,LL11 3NB,53.0519709783429,-3.067701992005792,True
Ysgol Sant Dunawd,"Nursery, Infants & Juniors",Wrexham,Primary,93.0,LL13 0JA,53.003286472261,-2.90581933926628,True
Holt C.P. School,"Nursery, Infants & Juniors",Wrexham,Primary,68.0,LL13 9DJ,53.07853962998322,-2.8836711605481185,True
Ysgol Bodhyfryd,"Nursery, Infants & Juniors",Wrexham,Primary,280.0,LL13 7DA,53.035197134322516,-2.9855555039570474,True
Ysgol I.D. Hooson,"Nursery, Infants & Juniors",Wrexham,Primary,228.0,LL14 2DX,53.00753031914948,-3.063108852017371,True
Ysgol Plas Coch,"Nursery, Infants & Juniors",Wrexham,Primary,307.0,LL11 2BU,53.05828727759906,-3.005055012216334,True
Penygelli C P School,"Nursery, Infants & Juniors",Wrexham,Primary,255.0,LL11 3HA,53.052987323188646,-3.0638104883484547,True
Ysgol Penrhyn New Broughton CP,"Nursery, Infants & Juniors",Wrexham,Primary,218.0,LL11 6SF,53.0579243853606,-3.0319712374377645,True
Ysgol Heulfan,"Nursery, Infants & Juniors",Wrexham,Primary,331.0,LL11 4HS,53.07303935326579,-3.023001092208745,True
Hafod y Wern Community Primary School,"Nursery, Infants & Juniors",Wrexham,Primary,249.0,LL13 9HD,53.04705821791902,-2.9721844936400195,True
Gwenfro Community Primary,"Nursery, Infants & Juniors",Wrexham,Primary,298.0,LL13 8UW,53.039398931172094,-2.9711282939127117,True
Rhosymedre Community Primary,"Nursery, Infants & Juniors",Wrexham,Primary,215.0,LL14 3EG,52.97967200623193,-3.062736286672246,True
Ysgol Maes y Mynydd,"Nursery, Infants & Juniors",Wrexham,Primary,292.0,LL14 1DD,53.015370320786715,-3.0600060894110297,True
Gwersyllt Community Primary School,"Nursery, Infants & Juniors",Wrexham,Primary,238.0,LL11 4NT,53.07162761507326,-3.0141544154786226,True
Penycae Community Primary School,"Nursery, Infants & Juniors",Wrexham,Primary,181.0,LL14 2PF,52.99834560147683,-3.0661767782797544,True
Acton Primary,"Nursery, Infants & Juniors",Wrexham,Primary,326.0,LL12 8BT,53.061945359242706,-2.985240595679193,True
Victoria Community Primary,"Nursery, Infants & Juniors",Wrexham,Primary,440.0,LL13 7RP,53.041971922609946,-3.001250938029227,True
Ysgol Y Waun,"Nursery, Infants & Juniors",Wrexham,Primary,320.0,LL14 5NH,52.937564618131645,-3.0528164545689784,True
Ysgol Bro Alun,"Nursery, Infants & Juniors",Wrexham,Primary,280.0,LL11 4NG,53.0788770423341,-3.017525443832192,True
"Ysgol Yr Hafod, Johnstown","Nursery, Infants & Juniors",Wrexham,Primary,346.0,LL14 2SW,53.00894977498481,-3.038135161131058,True
Borras Park Community Primary,"Nursery, Infants & Juniors",Wrexham,Primary,431.0,LL12 7TH,53.06102454646036,-2.968904424674467,True
Ysgol Llan y pwll,"Nursery, Infants & Juniors",Wrexham,Primary,47.0,LL12 7TH,53.06032123355188,-2.9702584591441257,True
St Peter's School,"Nursery, Infants & Juniors",Wrexham,Primary,205.0,LL12 0EE,53.11089606343391,-2.940122687866781,True
Pentre CIW Voluntary Controlled,"Nursery, Infants & Juniors",Wrexham,Primary,47.0,LL14 5AW,52.95960361558415,-3.0607868427975005,True
Eyton Primary School,"Nursery, Infants & Juniors",Wrexham,Primary,48.0,LL13 0YD,52.99871055976407,-2.9885834414229797,True
BORDERBROOK SCHOOL,"Nursery, Infants & Juniors",Wrexham,Primary,12.0,SY14 7LJ,52.991299828262235,-2.8252522952097983,True
St Giles Controlled Primary School,"Nursery, Infants & Juniors",Wrexham,Primary,396.0,LL13 7DG,53.04232224716391,-2.993317545314735,True
BRONINGTON CHURCH IN WALES V.A,"Nursery, Infants & Juniors",Wrexham,Primary,44.0,SY13 3HN,52.95058806802182,-2.765300747310768,True
Madras VA School,"Nursery, Infants & Juniors",Wrexham,Primary,121.0,LL13 0LU,52.954302237943345,-2.8763031515969493,True
St Chad's Church in Wales Aided School,"Nursery, Infants & Juniors",Wrexham,Primary,107.0,SY13 3DG,52.95251571996427,-2.8138705906915393,True
St Mary's RC Primary,"Nursery, Infants & Juniors",Wrexham,Primary,342.0,LL13 7NA,53.044225221538156,-2.99728204248962,True
Minera,"Nursery, Infants & Juniors",Wrexham,Primary,91.0,LL11 3YE,53.058616332505075,-3.0865102345413726,True
All Saints Voluntary Aided Sch,"Nursery, Infants & Juniors",Wrexham,Primary,366.0,LL12 8RW,53.08664189893822,-2.977481145199908,True
St Mary's Church in Wales,"Nursery, Infants & Juniors",Wrexham,Primary,213.0,LL14 6LE,52.98680942966561,-3.0374470796474955,True
Brymbo Aided (St. Mary's),"Nursery, Infants & Juniors",Wrexham,Primary,135.0,LL11 5DA,53.079303949857014,-3.054330808936926,True
St Anne's Catholic Primary,"Nursery, Infants & Juniors",Wrexham,Primary,169.0,LL13 8TH,53.04395705862902,-2.9708392178958967,True
St Mary's Overton,"Nursery, Infants & Juniors",Wrexham,Primary,147.0,LL13 0ES,52.971585931624794,-2.9322413748464977,True
St Paul's Voluntary Aided,"Nursery, Infants & Juniors",Wrexham,Primary,32.0,LL13 9RL,53.04378515560545,-2.8965535379097562,False
Grango,Secondary (ages 11-16),Wrexham,Secondary,580.0,LL14 1EL,53.015401755797924,-3.0560189532382904,True
YSGOL MORGAN LLWYD,Secondary (ages 11-19),Wrexham,Secondary,930.0,LL13 9NG,53.05090747616851,-2.969643545356537,True
Ysgol Bryn Alyn,Secondary (ages 11-16),Wrexham,Secondary,701.0,LL11 4HB,53.07502722340328,-3.024125649254466,True
Darland High School,Secondary (ages 11-16),Wrexham,Secondary,682.0,LL12 0DL,53.11312662033352,-2.9376913122193677,True
Ysgol Rhiwabon,Secondary (ages 11-19),Wrexham,Secondary,509.0,LL14 6BT,52.9885980808195,-3.0482984215553897,True
Rhosnesni High School,Secondary (ages 11-16),Wrexham,Secondary,1091.0,LL13 9ET,53.05494127219973,-2.973510659626029,True
Ysgol Clywedog,Secondary (ages 11-16),Wrexham,Secondary,801.0,LL13 7UB,53.043070506742815,-3.011420236325654,True
St Joseph's Catholic and Anglican High,Secondary (ages 11-16),Wrexham,Secondary,748.0,LL13 7EN,53.037831488225535,-2.9967848694368446,True
THE MAELOR SCHOOL,Secondary (ages 11-19),Wrexham,Secondary,787.0,LL13 0LU,52.95290210357394,-2.868653891917889,True
ABERMULE PRIMARY SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,79.0,SY15 6ND,52.545499951745754,-3.2363603454993903,True
ARDDLEEN C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,111.0,SY22 6RT,52.73385172206122,-3.101015870291138,True
BERRIEW C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,105.0,SY21 8BA,52.601475067879555,-3.205215573507057,False
CAERSWS C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,84.0,SY17 5HG,52.520544789485534,-3.424568020003572,True
CARNO C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,38.0,SY17 5LH,52.55675006170153,-3.5342010742804946,True
CARREGHOFA C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,99.0,SY22 6PA,52.778644478621366,-3.097726816040243,False
LEIGHTON C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,50.0,SY21 8HH,52.64852510021499,-3.1215755973237096,True
YSGOL LLANBRYNMAIR,"Nursery, Infants & Juniors",Powys,Primary,35.0,SY19 7DJ,52.610457496038805,-3.62862832930673,True
LLANDINAM C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,33.0,SY17 5BY,52.485894200369394,-3.434842395708012,True
MEIFOD C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,62.0,SY22 6DF,52.71148351077655,-3.254919047743791,True
PENYGLODDFA C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,270.0,SY16 2DF,52.51933456352595,-3.3168299376175585,True
PONTROBERT C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,67.0,SY22 6JN,52.70307936098477,-3.3236446603091765,True
YSGOL DYFFRYN TRANNON,"Nursery, Infants & Juniors",Powys,Primary,98.0,SY17 5PH,52.50587450798279,-3.5155975250120433,True
GUILSFIELD C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,145.0,SY21 9ND,52.694826112273574,-3.1565862213323235,True
LLANIDLOES C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,267.0,SY18 6EX,52.44347659218518,-3.5445774171674977,True
BUTTINGTON TREWERN C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,133.0,SY21 8TB,52.6879806260374,-3.075544854598739,True
BRYNHAFREN C.P. SCHOOL,Infants & Juniors,Powys,Primary,34.0,SY5 9BJ,52.731172812572744,-3.005929325857182,True
CHURCHSTOKE C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,38.0,SY15 6AA,52.53824835245604,-3.0742797522645264,True
YSGOL GYNRADD GLANTWYMYN,"Nursery, Infants & Juniors",Powys,Primary,78.0,SY20 8LX,52.624856619456416,-3.739397291016633,True
YSGOL PENNANT,"Nursery, Infants & Juniors",Powys,Primary,71.0,SY10 0PD,52.811453316564204,-3.3537707473417933,True
MAESYRHANDIR C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,100.0,SY16 1LH,52.504340502245334,-3.327522949423607,True
TREOWEN C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,91.0,SY16 1NH,52.51138280129473,-3.309305413493626,True
FRANKSBRIDGE C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,37.0,LD1 5SA,52.1971422569886,-3.290374627501965,True
LLANBISTER C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,58.0,LD1 6TN,52.35131806000279,-3.310555017180066,True
YSGOL CEFNLLYS,"Nursery, Infants & Juniors",Powys,Primary,198.0,LD1 5WA,52.23944390494114,-3.3724497384905776,True
PRESTEIGNE C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,173.0,LD8 2NH,52.27172227433452,-3.0114398320205487,True
RADNOR VALLEY C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,48.0,LD8 2SS,52.23943053988104,-3.151083555374268,True
CROSSGATES C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,145.0,LD1 6RE,52.27561776360219,-3.3355007146560784,True
YSGOL DOLAFON,"Nursery, Infants & Juniors",Powys,Primary,41.0,LD5 4RA,52.107463643814995,-3.6419029996161183,True
BUILTH WELLS C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,238.0,LD2 3GA,52.14712405181555,-3.4088720671269734,True
SENNYBRIDGE C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,104.0,LD3 8RS,51.944633856529734,-3.5699416634316727,True
CRICKHOWELL C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,210.0,NP8 1DY,51.864232669250825,-3.139984519435975,True
LLANGYNIDR C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,101.0,NP8 1NY,51.86651538527757,-3.229705619174699,True
LLANFAES C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,193.0,LD3 8EB,51.94381425340743,-3.3989571965494836,True
YSGOL Y BANNAU,"Nursery, Infants & Juniors",Powys,Primary,94.0,LD3 9SR,51.95249872937682,-3.379275658938919,True
YSGOL RHIW BECHAN,"Nursery, Infants & Juniors",Powys,Primary,139.0,SY16 3EH,52.57834388381887,-3.333541958152105,True
LLANRHAEADR YM MOCHNANT C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,84.0,SY10 0LG,52.822359503918925,-3.293706689775531,True
YSGOL BRO CYNLLAITH,"Nursery, Infants & Juniors",Powys,Primary,25.0,SY10 7QB,52.84395787143768,-3.174385915534621,True
YSGOL DAFYDD LLWYD,"Nursery, Infants & Juniors",Powys,Primary,211.0,SY16 1JE,52.508478854125656,-3.3188329808638968,True
YSGOL Y CRIBARTH,"Nursery, Infants & Juniors",Powys,Primary,116.0,SA9 1XD,51.80091007730033,-3.717882830493046,True
YSGOL GOLWG Y CWM,"Nursery, Infants & Juniors",Powys,Primary,188.0,SA9 1SE,51.78270280751221,-3.7452115297630573,True
YSGOL BRO TAWE,"Nursery, Infants & Juniors",Powys,Primary,206.0,SA9 1BU,51.76602335487779,-3.7710530404607057,True
YSGOL GYMRAEG DYFFRYN Y GLOWYR,"Nursery, Infants & Juniors",Powys,Primary,348.0,SA9 2PT,51.77431119329206,-3.780279950569099,True
YSGOL CALON Y DDERWEN,"Nursery, Infants & Juniors",Powys,Primary,259.0,SY16 1EG,52.51300411553771,-3.318706638603679,True
LLANFECHAIN C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,45.0,SY22 6UQ,52.77435873940734,-3.2040569331217843,True
MONTGOMERY C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,108.0,SY15 6QA,52.56243709286108,-3.1456661089519034,True
FORDEN C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,56.0,SY21 8NE,52.601856207730236,-3.1397769256551036,True
LLANDYSILIO C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,55.0,SY22 6RB,52.76244366232954,-3.084036192000389,True
GLADESTRY C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,34.0,HR5 3NR,52.189455922242495,-3.123630197319801,True
YSGOL TREFONNEN CHURCH IN WALES COMMUNITY PRIMARY,"Nursery, Infants & Juniors",Powys,Primary,203.0,LD1 5EB,52.247505997463,-3.374181699146411,True
NEWBRIDGE-ON-WYE CHURCH IN WALES SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,104.0,LD1 6LD,52.212076846935055,-3.4396244303694625,True
CLYRO C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,71.0,HR3 5LE,52.08336338444698,-3.1519474066522624,True
KNIGHTON CHURCH IN WALES PRIMARY SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,168.0,LD7 1HP,52.34117118764438,-3.0426006289633905,True
RHAYADER C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,221.0,LD6 5LT,52.3075257565292,-3.513350671061153,True
LLANELWEDD CHURCH IN WALES PRIMARY SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,94.0,LD2 3TY,52.15605741785906,-3.396380926014287,True
LLANGORS C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,141.0,LD3 7TR,51.940727270366274,-3.2632135019087474,True
WELSHPOOL CHURCH IN WALES PRIMARY SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,264.0,SY21 7AT,52.65558865974416,-3.142779842042366,True
ST. MICHAEL'S C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,79.0,SY16 4NP,52.50136116039654,-3.2559378010653504,True
LLANSANTFFRAID C.I.W.A.,"Nursery, Infants & Juniors",Powys,Primary,110.0,SY22 6AE,52.77519387438862,-3.1544184245101836,True
PRIORY CHURCH IN WALES SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,143.0,LD3 9EU,51.95230190705549,-3.391422434864555,True
ST MARY`S R.C. (A) SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,61.0,SY16 2EH,52.51563714821223,-3.323418810972251,True
LLANGATTOCK C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,111.0,NP8 1PH,51.85000573244221,-3.1481036137638894,True
YSGOL CWM BANWY,"Nursery, Infants & Juniors",Powys,Primary,46.0,SY21 0NW,52.69199016990907,-3.472001914843848,False
LLANIDLOES HIGH SCHOOL,Secondary (ages 11-19),Powys,Secondary,703.0,SY18 6EX,52.44204948950185,-3.5451748525647417,True
Newtown High School,Secondary (ages 11-19),Powys,Secondary,896.0,SY16 1JE,52.50749598137679,-3.3213412390692216,True
WELSHPOOL HIGH SCHOOL,Secondary (ages 11-19),Powys,Secondary,816.0,SY21 7RE,52.66557828945006,-3.136710109724198,True
Ysgol Maesydderwen,Secondary (ages 11-19),Powys,Secondary,513.0,SA9 1AP,51.76898849324285,-3.7675468402895502,True
BRECON HIGH SCHOOL,Secondary (ages 11-19),Powys,Secondary,557.0,LD3 9SR,51.95158217377219,-3.3841295295280056,True
Gwernyfed High School,Secondary (ages 11-19),Powys,Secondary,505.0,LD3 0SG,52.02836489957384,-3.2023073681771628,False
Crickhowell High School,Secondary (ages 11-19),Powys,Secondary,942.0,NP8 1AW,51.8609974962556,-3.140884397993832,True
Ysgol Calon Cymru,Secondary (ages 11-19),Powys,Secondary,948.0,LD2 3BW,52.15122717072808,-3.407349964325662,True
Ysgol Bro Hyddgen,Middle (ages 4-19),Powys,Middle,441.0,SY20 8DR,52.58888563527219,-3.8547180864960575,True
Ysgol Llanfyllin,Middle (ages 4-19),Powys,Middle,775.0,SY22 5BJ,52.76234909626829,-3.2688004700946935,True
Ysgol Bro Caereinion,Middle (ages 4-19),Powys,Middle,494.0,SY21 0HW,52.65134841204781,-3.3238789618428193,True
YSGOL GYMUNEDOL GYNRADD ABERAERON,"Nursery, Infants & Juniors",Ceredigion,Primary,229.0,SA46 0BQ,52.24107698467133,-4.264342793862911,True
YSGOL GYMUNEDOL LLANARTH,Infants & Juniors,Ceredigion,Primary,66.0,SA47 0PA,52.192240107735834,-4.310516414388056,True
YSGOL GYMUNEDOL LLANNON,Infants & Juniors,Ceredigion,Primary,41.0,SY23 5HX,52.28109789647939,-4.175406506294294,True
YSGOL GYMUNEDOL CEI NEWYDD,Infants & Juniors,Ceredigion,Primary,72.0,SA45 9TE,52.21102969863365,-4.358669196468788,True
YSGOL GYMUNEDOL TALGARREG,Infants & Juniors,Ceredigion,Primary,36.0,SA44 4ER,52.134885235107625,-4.300682356512246,True
YSGOL GYMRAEG ABERYSTWYTH,"Nursery, Infants & Juniors",Ceredigion,Primary,368.0,SY23 1HL,52.41023460114696,-4.070936446532555,True
YSGOL GYMUNEDOL COMINS COCH,Infants & Juniors,Ceredigion,Primary,133.0,SY23 3BQ,52.421089889048844,-4.039298398463343,True
YSGOL GYMUNEDOL LLANFARIAN,Infants & Juniors,Ceredigion,Primary,41.0,SY23 4DN,52.377267198264185,-4.076812700791149,True
YSGOL GYMUNEDOL LLANFIHANGEL-Y-CREUDDYN,Infants & Juniors,Ceredigion,Primary,16.0,SY23 4LA,52.36563596371035,-3.9621646491616045,True
YSGOL GYMUNEDOL LLANGWYRYFON,Infants & Juniors,Ceredigion,Primary,25.0,SY23 4HA,52.31534503867578,-4.0560383079081195,True
YSGOL LLANILAR,Infants & Juniors,Ceredigion,Primary,106.0,SY23 4PA,52.35788524405898,-4.022013563476297,True
YSGOL GYMUNEDOL MYNACH,Infants & Juniors,Ceredigion,Primary,45.0,SY23 4QZ,52.37096573935686,-3.8571950382844467,False
YSGOL PENLLWYN,Infants & Juniors,Ceredigion,Primary,42.0,SY23 3LP,52.40537427040717,-3.983160764244017,True
YSGOL GYMUNEDOL LLWYN YR EOS,"Nursery, Infants & Juniors",Ceredigion,Primary,242.0,SY23 1SH,52.40021601513687,-4.068482609332661,True
YSGOL GYMUNEDOL SYR JOHN RHYS,Infants & Juniors,Ceredigion,Primary,15.0,SY23 3JX,52.41215603704774,-3.8399902961772976,True
YSGOL GYMUNEDOL RHYDYPENNAU,"Nursery, Infants & Juniors",Ceredigion,Primary,194.0,SY24 5AD,52.45134258148995,-4.019560347178684,True
YSGOL GYMUNEDOL TALYBONT,Infants & Juniors,Ceredigion,Primary,57.0,SY24 5HE,52.487700408490745,-3.9809570206868257,True
YSGOL GYMUNEDOL ABERPORTH,Infants & Juniors,Ceredigion,Primary,174.0,SA43 2DA,52.13240983352439,-4.548662804836344,True
YSGOL GYMUNEDOL LLECHRYD,Infants & Juniors,Ceredigion,Primary,54.0,SA43 2NL,52.066353385639204,-4.606655305608951,True
YSGOL GYMUNEDOL PENPARC,Infants & Juniors,Ceredigion,Primary,103.0,SA43 1SQ,52.105904524671345,-4.59416663893687,False
YSGOL GYMUNEDOL PONTRHYDFENDIGAID,Infants & Juniors,Ceredigion,Primary,53.0,SY25 6BL,52.288496112849025,-3.860384946535963,False
YSGOL GYMUNEDOL PLASCRUG,"Nursery, Infants & Juniors",Ceredigion,Primary,441.0,SY23 1HL,52.41017297288756,-4.074962260687006,True
YSGOL CRAIG YR WYLFA,Infants & Juniors,Ceredigion,Primary,24.0,SY24 5NJ,52.477145351517045,-4.053266871297513,True
YSGOL PENRHYNCOCH,Infants & Juniors,Ceredigion,Primary,115.0,SY23 3EH,52.43866312653035,-3.996280017282842,True
YSGOL GYMUNEDOL Y DDERI,"Nursery, Infants & Juniors",Ceredigion,Primary,99.0,SA48 8LY,52.15745216426326,-4.038827718409879,True
YSGOL GYMUNEDOL CENARTH,Infants & Juniors,Ceredigion,Primary,89.0,SA38 9JP,52.04831873405861,-4.529308991723636,True
YSGOL GYNRADD ABERTEIFI,"Nursery, Infants & Juniors",Ceredigion,Primary,379.0,SA43 1EH,52.08446992126241,-4.656349824679833,True
YSGOL BRO SION CWILT,"Nursery, Infants & Juniors",Ceredigion,Primary,120.0,SA44 6JZ,52.16732458472489,-4.340972922024683,True
YSGOL GYNRADD T LLEW JONES,"Nursery, Infants & Juniors",Ceredigion,Primary,166.0,SA44 6EA,52.13238180679877,-4.442286733574031,True
YSGOL RHOS HELYG,Infants & Juniors,Ceredigion,Primary,55.0,SY23 4TQ,52.21964834070292,-4.020023367179631,True
YSGOL WIRFODDOL MYFENYDD,Infants & Juniors,Ceredigion,Primary,84.0,SY23 5DW,52.30776570972684,-4.140024110411795,False
YSGOL GYNRADD DYFFRYN CLEDLYN,"Nursery, Infants & Juniors",Ceredigion,Primary,107.0,SA40 9SX,52.08958120991581,-4.187867752235229,True
ST PADARN'S ROMAN CATHOLIC PRIMARY SCHOOL,Infants & Juniors,Ceredigion,Primary,146.0,SY23 1EZ,52.41340345638945,-4.074481223367638,True
GYFUN ABERAERON COMPREHENSIVE,Secondary (ages 11-19),Ceredigion,Secondary,573.0,SA46 0DT,52.23947915515077,-4.255523774025437,True
Ysgol Uwchradd Aberteifi,Secondary (ages 11-19),Ceredigion,Secondary,614.0,SA43 1AD,52.08775640895455,-4.655886145890197,True
Penglais School,Secondary (ages 11-19),Ceredigion,Secondary,1120.0,SY23 3AW,52.415768155635725,-4.0594022761354935,True
YSGOL GYFUN PENWEDDIG,Secondary (ages 11-19),Ceredigion,Secondary,587.0,SY23 3QN,52.4096484572557,-4.067592693566452,True
Ysgol Bro Pedr,Middle (ages 3-19),Ceredigion,Middle,967.0,SA48 7BX,52.1118453519796,-4.08245029108108,True
Ysgol Henry Richard,Middle (ages 3-16),Ceredigion,Middle,387.0,SY25 6HG,52.218526103273504,-3.938142046772567,True
Ysgol Bro Teifi,Middle (ages 3-19),Ceredigion,Middle,861.0,SA44 4JL,52.05431772030295,-4.325039138536648,False
Sageston Community Primary School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,116.0,SA70 8SH,51.69499400414196,-4.81684053946652,True
Ysgol Gynradd Gymunedol Eglwyswrw,Infants & Juniors,Pembrokeshire,Primary,90.0,SA41 3SN,52.013136436443524,-4.7092802291046985,True
Ysgol Gymunedol Wdig / Goodwick Community School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,110.0,SA64 0ET,52.00397795828199,-5.001881584207762,True
Fenton Community Primary School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,359.0,SA61 1BZ,51.799026066781146,-4.977199717147548,True
Johnston Community Primary School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,256.0,SA62 3PU,51.75611610210095,-4.986263865011946,False
Lamphey CP School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,181.0,SA71 5NW,51.66598922875644,-4.869926308263368,True
Ysgol Gymunedol Brynconin,"Nursery, Infants & Juniors",Pembrokeshire,Primary,71.0,SA66 7SY,51.85811575258305,-4.728157568334362,True
Hook CP School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,71.0,SA62 4ND,51.761867225776875,-4.930560966274936,True
Ysgol Llanychllwydog,"Nursery, Infants & Juniors",Pembrokeshire,Primary,29.0,SA65 9SE,51.96906024302842,-4.8668253065083675,False
Ysgol Gymunedol Maenclochog,Infants & Juniors,Pembrokeshire,Primary,98.0,SA66 7LB,51.913371181878084,-4.788993754614056,True
Narberth Community Primary School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,281.0,SA67 7FE,51.80167459861557,-4.733366058595257,True
Ysgol Bro Ingli,"Nursery, Infants & Juniors",Pembrokeshire,Primary,104.0,SA42 0TL,52.01857086170188,-4.831451715394799,True
Puncheston Community Primary School,Infants & Juniors,Pembrokeshire,Primary,76.0,SA62 5RL,51.93030588571732,-4.90172661167072,True
Ysgol Llandudoch,"Nursery, Infants & Juniors",Pembrokeshire,Primary,77.0,SA43 3ET,52.08290627457273,-4.681305270213257,True
Wolfscastle Communty Primary School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,50.0,SA62 5LZ,51.90075292247368,-4.971233689642313,True
Saundersfoot Community Primary School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,172.0,SA69 9HB,51.71356732950977,-4.700421029780497,True
Stepaside Community Primary School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,119.0,SA68 0UG,51.732541942194956,-4.711416014156371,True
Templeton Community Primary School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,126.0,SA67 8RS,51.776039433715106,-4.734466027269776,True
Tavernspite Community Primary School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,208.0,SA34 0NL,51.781922955730906,-4.639226789286412,True
Ysgol Gymunedol Croesgoch,"Nursery, Infants & Juniors",Pembrokeshire,Primary,108.0,SA62 5JT,51.929308735102104,-5.161941912737738,True
Broad Haven CP School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,105.0,SA62 3JT,51.778714922417855,-5.10003532185755,True
Roch Community School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,126.0,SA62 6JU,51.85113825540955,-5.091042869128423,True
Coastlands CP School,"Nursery, Infants & Juniors",Pembrokeshire,Primary,105.0,SA62 3SZ,51.72159675650728,-5.134108364203394,True
