FID,uprn,school_code,school_name,la_code,local_authority,sector,governance,wm_code,welsh_medium,school_type,religious_character,address_1,address_2,address_3,address_4,postcode,phone_number,pupils,rhif_yr_ysgol,enwr_ysgol,cod_all,awdurdod_lleol,llywodraethu,cod_cc,math_o_gyfrwng_cymraeg,math_o_ysgol,cymeriad_crefyddol,cyfeiriad_1,cyfeiriad_2,cyfeiriad_3,cyfeiriad_4,cod_post,rhif_ffon,disgyblion,id,geom
maintained_schools_wg.469,10011746576,6662092,SENNYBRIDGE C.P. SCHOOL,666,Powys,Primary,Community,DS,Dual language school / provision (Welsh and English) (including transitional),"Nursery, Infants & Juniors",---,Sennybridge,,,Brecon,LD3 8RS,01874636268,104,6662092,SENNYBRIDGE C.P. SCHOOL,666,Powys,Cymuned,DS,Ddwy ffrwd,"Iau, babanod a meithrin",---,Sennybridge,,,Brecon,LD3 8RS,01874636268,104,469,POINT (-3.5699416634316727 51.944633856529734)
maintained_schools_wg.470,10011787783,6662113,CRICKHOWELL C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Crickhowell,Powys,,,NP8 1DY,01873810300,210,6662113,CRICKHOWELL C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Crickhowell,Powys,,,NP8 1DY,01873810300,210,470,POINT (-3.139984519435975 51.864232669250825)
maintained_schools_wg.472,10011787760,6662117,LLANGYNIDR C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Llangynidr,Crickhowell,Powys,,NP8 1NY,01874730681,101,6662117,LLANGYNIDR C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Llangynidr,Crickhowell,Powys,,NP8 1NY,01874730681,101,472,POINT (-3.229705619174699 51.86651538527757)
maintained_schools_wg.473,200002943049,6662125,LLANFAES C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Beilihelig Road,Llanfaes,Brecon,Powys,LD3 8EB,01874623326,193,6662125,LLANFAES C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Beilihelig Road,Llanfaes,Brecon,Powys,LD3 8EB,01874623326,193,473,POINT (-3.3989571965494836 51.94381425340743)
maintained_schools_wg.474,10011744790,6662127,YSGOL Y BANNAU,666,Powys,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Penlan,Aberhonddu,Powys,,LD3 9SR,01874622207,94,6662127,YSGOL Y BANNAU,666,Powys,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Penlan,Aberhonddu,Powys,,LD3 9SR,01874622207,94,474,POINT (-3.379275658938919 51.95249872937682)
maintained_schools_wg.475,10011778217,6662129,YSGOL RHIW BECHAN,666,Powys,Primary,Community,DS,Dual language school / provision (Welsh and English) (including transitional),"Nursery, Infants & Juniors",---,Tregynon,Powys,,,SY16 3EH,01686650303,139,6662129,YSGOL RHIW BECHAN,666,Powys,Cymuned,DS,Ddwy ffrwd,"Iau, babanod a meithrin",---,Tregynon,Powys,,,SY16 3EH,01686650303,139,475,POINT (-3.333541958152105 52.57834388381887)
maintained_schools_wg.476,10011808468,6662146,LLANRHAEADR YM MOCHNANT C.P. SCHOOL,666,Powys,Primary,Community,DS,Dual language school / provision (Welsh and English) (including transitional),"Nursery, Infants & Juniors",---,Llanrhaeadr Ym Mochnant,Oswestry,Salop,,SY10 0LG,01691780352,84,6662146,LLANRHAEADR YM MOCHNANT C.P. SCHOOL,666,Powys,Cymuned,DS,Ddwy ffrwd,"Iau, babanod a meithrin",---,Llanrhaeadr Ym Mochnant,Oswestry,Salop,,SY10 0LG,01691780352,84,476,POINT (-3.293706689775531 52.822359503918925)
maintained_schools_wg.477,10011744142,6662147,YSGOL BRO CYNLLAITH,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Llansilin,Oswestry,Salop,,SY10 7QB,01691791365,25,6662147,YSGOL BRO CYNLLAITH,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Llansilin,Oswestry,Salop,,SY10 7QB,01691791365,25,477,POINT (-3.174385915534621 52.84395787143768)
maintained_schools_wg.478,10090261674,6662148,YSGOL DAFYDD LLWYD,666,Powys,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Plantation Lane,Newtown,Powys,,SY16 1JE,01686622162,211,6662148,YSGOL DAFYDD LLWYD,666,Powys,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Plantation Lane,Newtown,Powys,,SY16 1JE,01686622162,211,478,POINT (-3.3188329808638968 52.508478854125656)
maintained_schools_wg.479,10090260862,6662149,YSGOL Y CRIBARTH,666,Powys,Primary,Community,DS,Dual language school / provision (Welsh and English) (including transitional),"Nursery, Infants & Juniors",---,School Road,Abercrave,Swansea,,SA9 1XD,01639731500,116,6662149,YSGOL Y CRIBARTH,666,Powys,Cymuned,DS,Ddwy ffrwd,"Iau, babanod a meithrin",---,School Road,Abercrave,Swansea,,SA9 1XD,01639731500,116,479,POINT (-3.717882830493046 51.80091007730033)
maintained_schools_wg.480,10090259817,6662150,YSGOL GOLWG Y CWM,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Hendreladus,Ystradgynlais,Powys,,SA9 1SE,01639846070,188,6662150,YSGOL GOLWG Y CWM,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Hendreladus,Ystradgynlais,Powys,,SA9 1SE,01639846070,188,480,POINT (-3.7452115297630573 51.78270280751221)
maintained_schools_wg.481,10090259816,6662151,YSGOL BRO TAWE,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Ffordd yr Afon,Ystradgynlais,Swansea,,SA9 1BU,01639846000,206,6662151,YSGOL BRO TAWE,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Ffordd yr Afon,Ystradgynlais,Swansea,,SA9 1BU,01639846000,206,481,POINT (-3.7710530404607057 51.76602335487779)
maintained_schools_wg.482,10090259095,6662152,YSGOL GYMRAEG DYFFRYN Y GLOWYR,666,Powys,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Bethel Road,Lower Cwmtwrch,Swansea,,SA9 2PT,01639846060,348,6662152,YSGOL GYMRAEG DYFFRYN Y GLOWYR,666,Powys,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Bethel Road,Lower Cwmtwrch,Swansea,,SA9 2PT,01639846060,348,482,POINT (-3.780279950569099 51.77431119329206)
maintained_schools_wg.485,10011780336,6662155,YSGOL CALON Y DDERWEN,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",Not available,Ysgol Calon y Dderwen,Park Street,Newton,,SY16 1EG,01686626303,259,6662155,YSGOL CALON Y DDERWEN,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Ddim ar gael,Ysgol Calon y Dderwen,Park Street,Newton,,SY16 1EG,01686626303,259,485,POINT (-3.318706638603679 52.51300411553771)
maintained_schools_wg.486,10011768767,6663000,LLANFECHAIN C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Llanfechain,Powys,,,SY22 6UQ,01691828537,45,6663000,LLANFECHAIN C.I.W. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Llanfechain,Powys,,,SY22 6UQ,01691828537,45,486,POINT (-3.2040569331217843 52.77435873940734)
maintained_schools_wg.487,10011775331,6663002,MONTGOMERY C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Montgomery,Powys,,,SY15 6QA,01686668387,108,6663002,MONTGOMERY C.I.W. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Montgomery,Powys,,,SY15 6QA,01686668387,108,487,POINT (-3.1456661089519034 52.56243709286108)
maintained_schools_wg.488,10011762117,6663016,FORDEN C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Forden,Welshpool,Powys,,SY21 8NE,01938580334,56,6663016,FORDEN C.I.W. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Forden,Welshpool,Powys,,SY21 8NE,01938580334,56,488,POINT (-3.1397769256551036 52.601856207730236)
maintained_schools_wg.489,10011769369,6663021,LLANDYSILIO C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Four Crosses,Llanymynech,Powys,,SY22 6RB,01691830339,55,6663021,LLANDYSILIO C.I.W. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Four Crosses,Llanymynech,Powys,,SY22 6RB,01691830339,55,489,POINT (-3.084036192000389 52.76244366232954)
maintained_schools_wg.490,10011785670,6663026,GLADESTRY C.I.W. SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Gladestry,Kington,Herefordshire,,HR5 3NR,01544370207,34,6663026,GLADESTRY C.I.W. SCHOOL,666,Powys,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Gladestry,Kington,Herefordshire,,HR5 3NR,01544370207,34,490,POINT (-3.123630197319801 52.189455922242495)
maintained_schools_wg.491,10011812582,6663030,YSGOL TREFONNEN CHURCH IN WALES COMMUNITY PRIMARY,666,Powys,Primary,Voluntary controlled,DS,Dual language school / provision (Welsh and English) (including transitional),"Nursery, Infants & Juniors",Church in Wales,Trefonnen Lane,Llandrindod Wells,Powys,,LD1 5EB,01597822190,203,6663030,YSGOL TREFONNEN CHURCH IN WALES COMMUNITY PRIMARY,666,Powys,Gwirfoddol a Reolir,DS,Ddwy ffrwd,"Iau, babanod a meithrin",Eglwys yng Nghymru,Trefonnen Lane,Llandrindod Wells,Powys,,LD1 5EB,01597822190,203,491,POINT (-3.374181699146411 52.247505997463)
maintained_schools_wg.492,10011731423,6663031,NEWBRIDGE-ON-WYE CHURCH IN WALES SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Newbridge on Wye,Llandrindod Wells,Powys,,LD1 6LD,01597860273,104,6663031,NEWBRIDGE-ON-WYE CHURCH IN WALES SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Newbridge on Wye,Llandrindod Wells,Powys,,LD1 6LD,01597860273,104,492,POINT (-3.4396244303694625 52.212076846935055)
maintained_schools_wg.493,10011756456,6663033,CLYRO C.I.W. SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Clyro,Via Hereford,,,HR3 5LE,01497820860,71,6663033,CLYRO C.I.W. SCHOOL,666,Powys,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Clyro,Via Hereford,,,HR3 5LE,01497820860,71,493,POINT (-3.1519474066522624 52.08336338444698)
maintained_schools_wg.494,200002943287,6663035,KNIGHTON CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Knighton,Powys,,,LD7 1HP,01547528691,168,6663035,KNIGHTON CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Knighton,Powys,,,LD7 1HP,01547528691,168,494,POINT (-3.0426006289633905 52.34117118764438)
maintained_schools_wg.495,10011754901,6663036,RHAYADER C.I.W. SCHOOL,666,Powys,Primary,Community,DS,Dual language school / provision (Welsh and English) (including transitional),"Nursery, Infants & Juniors",Church in Wales,Bryntirion,Rhayader,Powys,,LD6 5LT,01597810288,221,6663036,RHAYADER C.I.W. SCHOOL,666,Powys,Cymuned,DS,Ddwy ffrwd,"Iau, babanod a meithrin",Eglwys yng Nghymru,Bryntirion,Rhayader,Powys,,LD6 5LT,01597810288,221,495,POINT (-3.513350671061153 52.3075257565292)
maintained_schools_wg.496,10011737728,6663037,LLANELWEDD CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Llanelwedd,Builth Wells,Powys,,LD2 3TY,01982552616,94,6663037,LLANELWEDD CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Llanelwedd,Builth Wells,Powys,,LD2 3TY,01982552616,94,496,POINT (-3.396380926014287 52.15605741785906)
maintained_schools_wg.497,10011745632,6663050,LLANGORS C.I.W. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Llangorse,Brecon,Powys,,LD3 7TR,01874658663,141,6663050,LLANGORS C.I.W. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Llangorse,Brecon,Powys,,LD3 7TR,01874658663,141,497,POINT (-3.2632135019087474 51.940727270366274)
maintained_schools_wg.498,10011764264,6663051,WELSHPOOL CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Primary,Voluntary controlled,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Severn Road,Welshpool,Powys,,SY21 7AT,01938538660,264,6663051,WELSHPOOL CHURCH IN WALES PRIMARY SCHOOL,666,Powys,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Severn Road,Welshpool,Powys,,SY21 7AT,01938538660,264,498,POINT (-3.142779842042366 52.65558865974416)
maintained_schools_wg.499,10011778414,6663301,ST. MICHAEL'S C.I.W. SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Kerry,Newtown,Powys,,SY16 4NP,01686670208,79,6663301,ST. MICHAEL'S C.I.W. SCHOOL,666,Powys,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Kerry,Newtown,Powys,,SY16 4NP,01686670208,79,499,POINT (-3.2559378010653504 52.50136116039654)
maintained_schools_wg.500,10011768071,6663303,LLANSANTFFRAID C.I.W.A.,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Treflan,Llansantffraid,Powys,,SY22 6AE,01691828539,110,6663303,LLANSANTFFRAID C.I.W.A.,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Treflan,Llansantffraid,Powys,,SY22 6AE,01691828539,110,500,POINT (-3.1544184245101836 52.77519387438862)
maintained_schools_wg.502,200002943090,6663318,PRIORY CHURCH IN WALES SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Pendre Close,Brecon,Powys,,LD3 9EU,01874623549,143,6663318,PRIORY CHURCH IN WALES SCHOOL,666,Powys,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Pendre Close,Brecon,Powys,,LD3 9EU,01874623549,143,502,POINT (-3.391422434864555 51.95230190705549)
maintained_schools_wg.503,10011783227,6663320,ST MARY`S R.C. (A) SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Roman Catholic,Milford Road,Newtown,Powys,,SY16 2EH,01686625582,61,6663320,ST MARY`S R.C. (A) SCHOOL,666,Powys,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys Gatholig,Milford Road,Newtown,Powys,,SY16 2EH,01686625582,61,503,POINT (-3.323418810972251 52.51563714821223)
maintained_schools_wg.504,10011788721,6663322,LLANGATTOCK C.I.W. SCHOOL,666,Powys,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Llangattock,Crickhowell,Powys,,NP8 1PH,01873810608,111,6663322,LLANGATTOCK C.I.W. SCHOOL,666,Powys,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Llangattock,Crickhowell,Powys,,NP8 1PH,01873810608,111,504,POINT (-3.1481036137638894 51.85000573244221)
maintained_schools_wg.505,10011760140,6663323,YSGOL CWM BANWY,666,Powys,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",Not available,Llangadfan School,,Banwy C P School,Llangadfan Welshpool,SY21 0NW,01938820226,46,6663323,YSGOL CWM BANWY,666,Powys,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",Ddim ar gael,Llangadfan School,,Banwy C P School,Llangadfan Welshpool,SY21 0NW,01938820226,46,505,POINT (-3.472001914843848 52.69199016990907)
maintained_schools_wg.506,10011798993,6664002,LLANIDLOES HIGH SCHOOL,666,Powys,Secondary,Community,EW,Dual language school / provision (Welsh and English) (including transitional),Secondary (ages 11-19),---,Llanidloes,Powys,,,SY18 6EX,01686412289,703,6664002,LLANIDLOES HIGH SCHOOL,666,Powys,Cymuned,EW,Cyfrwng Saesneg yn bennaf ond â defnydd sylweddol or Gymraeg,Uwchradd (ystod oedran 11-19),---,Llanidloes,Powys,,,SY18 6EX,01686412289,703,506,POINT (-3.5451748525647417 52.44204948950185)
maintained_schools_wg.507,200002961860,6664011,Newtown High School,666,Powys,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Dolfor Road,Newtown,Powys,,SY16 1JE,01686626304,896,6664011,Newtown High School,666,Powys,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Dolfor Road,Newtown,Powys,,SY16 1JE,01686626304,896,507,POINT (-3.3213412390692216 52.50749598137679)
maintained_schools_wg.508,10011766177,6664013,WELSHPOOL HIGH SCHOOL,666,Powys,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Salop Road,Welshpool,Powys,,SY21 7RE,01938552014,816,6664013,WELSHPOOL HIGH SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Salop Road,Welshpool,Powys,,SY21 7RE,01938552014,816,508,POINT (-3.136710109724198 52.66557828945006)
maintained_schools_wg.509,10011789717,6664021,Ysgol Maesydderwen,666,Powys,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Tudor Street,Ystradgynlais,Swansea,,SA9 1AP,01639842115,513,6664021,Ysgol Maesydderwen,666,Powys,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Tudor Street,Ystradgynlais,Swansea,,SA9 1AP,01639842115,513,509,POINT (-3.7675468402895502 51.76898849324285)
maintained_schools_wg.510,10011744794,6664022,BRECON HIGH SCHOOL,666,Powys,Secondary,Community,EW,English medium school / provision,Secondary (ages 11-19),---,Penlan,Brecon,Powys,,LD3 9SR,01874622361,557,6664022,BRECON HIGH SCHOOL,666,Powys,Cymuned,EW,Cyfrwng Saesneg yn bennaf ond â defnydd sylweddol or Gymraeg,Uwchradd (ystod oedran 11-19),---,Penlan,Brecon,Powys,,LD3 9SR,01874622361,557,510,POINT (-3.3841295295280056 51.95158217377219)
maintained_schools_wg.511,10011744434,6664023,Gwernyfed High School,666,Powys,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Three Cocks,Brecon,Powys,,LD3 0SG,01497847445,505,6664023,Gwernyfed High School,666,Powys,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Three Cocks,Brecon,Powys,,LD3 0SG,01497847445,505,511,POINT (-3.2023073681771628 52.02836489957384)
maintained_schools_wg.512,100101034935,6664024,Crickhowell High School,666,Powys,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,New Road,Crickhowell,Powys,,NP8 1AW,01873813500,942,6664024,Crickhowell High School,666,Powys,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,New Road,Crickhowell,Powys,,NP8 1AW,01873813500,942,512,POINT (-3.140884397993832 51.8609974962556)
maintained_schools_wg.513,10011739849,6664025,Ysgol Calon Cymru,666,Powys,Secondary,Community,CB,Dual language school / provision (Welsh and English) (including transitional),Secondary (ages 11-19),---,College Road,,Builth Wells,Powys,LD2 3BW,01982553292,948,6664025,Ysgol Calon Cymru,666,Powys,Cymuned,CB,Ddwyieithog (Categori C),Uwchradd (ystod oedran 11-19),---,College Road,,Builth Wells,Powys,LD2 3BW,01982553292,948,513,POINT (-3.407349964325662 52.15122717072808)
maintained_schools_wg.514,10011801511,6665500,Ysgol Bro Hyddgen,666,Powys,Middle,Community,AB,Welsh medium school / provision (including transitional),Middle (ages 4-19),---,Machynlleth,Powys,,,SY20 8DR,01654704200,441,6665500,Ysgol Bro Hyddgen,666,Powys,Cymuned,AB,Ddwyieithog (Categori A),Canol (ystod oedran 4-19),---,Machynlleth,Powys,,,SY20 8DR,01654704200,441,514,POINT (-3.8547180864960575 52.58888563527219)
maintained_schools_wg.515,10011771030,6665501,Ysgol Llanfyllin,666,Powys,Middle,Community,EW,Dual language school / provision (Welsh and English) (including transitional),Middle (ages 4-19),Not available,Llanfyllin High School,,Llanfyllin School,Llanfyllin,SY22 5BJ,01691648391,775,6665501,Ysgol Llanfyllin,666,Powys,Cymuned,EW,Cyfrwng Saesneg yn bennaf ond â defnydd sylweddol or Gymraeg,Canol (ystod oedran 4-19),Ddim ar gael,Llanfyllin High School,,Llanfyllin School,Llanfyllin,SY22 5BJ,01691648391,775,515,POINT (-3.2688004700946935 52.76234909626829)
maintained_schools_wg.516,10011763824,6665502,Ysgol Bro Caereinion,666,Powys,Middle,Community,BB,Welsh medium school / provision (including transitional),Middle (ages 4-19),Not available,Llanfair Caereinion,Welshpool,Powys,,SY21 0HW,01938810888,494,6665502,Ysgol Bro Caereinion,666,Powys,Cymuned,BB,Ddwyieithog (Categori B),Canol (ystod oedran 4-19),Ddim ar gael,Llanfair Caereinion,Welshpool,Powys,,SY21 0HW,01938810888,494,516,POINT (-3.3238789618428193 52.65134841204781)
maintained_schools_wg.517,49012813,6672281,YSGOL GYMUNEDOL GYNRADD ABERAERON,667,Ceredigion,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Maes yr Heli,Aberaeron,Ceredigion,,SA46 0BQ,01545570313,229,6672281,YSGOL GYMUNEDOL GYNRADD ABERAERON,667,Ceredigion,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Maes yr Heli,Aberaeron,Ceredigion,,SA46 0BQ,01545570313,229,517,POINT (-4.264342793862911 52.24107698467133)
